Physical Security Measure ID #,Deficiency / Conforming,FacilityID,Lat,Long,Facility type,Post Name,RFA ID,Building Name,RFAType,Measure ID,Description,Description_Short,PVThreat,Tthreat,Cthreat,Region,Country
133,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,7,Upgrade perimeter walls and fences to provide DS certified anti-ram specification in areas where vehicle approach is possible ,,Charlie,Bravo,Alpha,Mid-Altlantic,
134,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,15,GSO review options to obtain sufficent setback distance for facility to meet 50' OSPB requirements. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
135,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,26,Upgrade CAC Consular passback booth to meet 15 min. FE/BR on all sides with a door located on protected side of exterior wall ,,Charlie,Bravo,Alpha,Mid-Altlantic,
136,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,27,Upgrade CAC Consular passback booth to be separate from guard booth. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
137,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,38,Upgrade Local guard barrier control with a reset capability ,,Charlie,Bravo,Alpha,Mid-Altlantic,
138,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,50,Upgrade Vehicle entrance so all walls/fences/gates are equal to or higher than 9 ft. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
139,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,51,Upgrade Vehicle entrance so all walls/fences/gates are anti-climb ,,Charlie,Bravo,Alpha,Mid-Altlantic,
140,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,55,Add wall or fence to employee parking outside perimeter wall ,,Charlie,Bravo,Alpha,Mid-Altlantic,
141,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,69,Upgrade CACs lighting ,,Charlie,Bravo,Alpha,Mid-Altlantic,
142,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,77,Add lighting to master cutoff ,,Charlie,Bravo,Alpha,Mid-Altlantic,
143,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,78,Move lighting master cutoff inside ,,Charlie,Bravo,Alpha,Mid-Altlantic,
144,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,80,Conduct a blast vulnerability study ,,Charlie,Bravo,Alpha,Mid-Altlantic,
145,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,86,Upgrade building exterior to meet FE/BR standards ,,Charlie,Bravo,Alpha,Mid-Altlantic,
146,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,90,Upgrade building exterior windows to meet FE/BR standards ,,Charlie,Bravo,Alpha,Mid-Altlantic,
147,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Charlie,Bravo,Alpha,Mid-Altlantic,
148,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,113,Upgrade MSG/Guard booth with emergency power source ,,Charlie,Bravo,Alpha,Mid-Altlantic,
149,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,125,Review all secure rooms not located in a CAA to determine if they need to be moved or upgraded. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
150,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,140,Add PCC emergency generator backup ,,Charlie,Bravo,Alpha,Mid-Altlantic,
151,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,141,Add PCC means of egress ,,Charlie,Bravo,Alpha,Mid-Altlantic,
152,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,11,"Office, consular",Office building,142,Upgrade PCC to have spherical zone of control ,,Charlie,Bravo,Alpha,Mid-Altlantic,
153,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,6,Upgrade perimeter walls and fences to provide 9 ft height specification (without foot/hand holds) ,,Charlie,Bravo,Alpha,Mid-Altlantic,
154,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,19,"Create a clear zone, free of all visual obstructions that would conceal an intruder, for a distance of 20 feet inward from the protected side of the perimeter wall or fence ",,Charlie,Bravo,Alpha,Mid-Altlantic,
155,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,62,Upgrade Building entrances lighting ,,Charlie,Bravo,Alpha,Mid-Altlantic,
156,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,65,Upgrade Residence entrance and hallways lighting ,,Charlie,Bravo,Alpha,Mid-Altlantic,
157,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,71,Upgrade Open Areas lighting ,,Charlie,Bravo,Alpha,Mid-Altlantic,
158,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,91,Upgrade building exterior windows with 8 mil SRWF ,,Charlie,Bravo,Alpha,Mid-Altlantic,
159,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,96,Upgrade Residential Apartment building exterior door to hollow metal door with vision panel and access control hardware. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
160,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,97,Upgrade residence exterior doors to provide 5 min. FE protection. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
161,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,124,Configure CAA access points to prevent observation of entrants ,,Charlie,Bravo,Alpha,Mid-Altlantic,
162,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Charlie,Bravo,Alpha,Mid-Altlantic,
163,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,145,Upgrade Routes to safe haven(s) to provide protection from ballistic or mob attack ,,Charlie,Bravo,Alpha,Mid-Altlantic,
164,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,149,Upgrade Safe haven(s) doors to meet safe haven door standards ,,Charlie,Bravo,Alpha,Mid-Altlantic,
165,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,150,"Upgrade safe haven to have emergency power, ventilation and lighting ",,Charlie,Bravo,Alpha,Mid-Altlantic,
166,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,151,Upgrade safe haven to have secured storage for emergency supplies ,,Charlie,Bravo,Alpha,Mid-Altlantic,
167,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,164,"Upgrade Compound with sufficient CESs, or CES space ",,Charlie,Bravo,Alpha,Mid-Altlantic,
168,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,12,Consular staff residence,Residence,190,Upgrade Residence with a secondary means of exit in the event of fire or other life threatening emergency. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
169,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,8,Upgrade perimeter fences or walls to deny access to warehouse roof ,,Charlie,Bravo,Alpha,Mid-Altlantic,
170,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,16,GSO review options to obtain sufficent setback distance for facility to meet 65' OSPB requirements. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
171,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,45,"Add Vehicle barrier does have emergency override, visual indication of barrier status, or barrier height is equal or greater than 36 inches ",,Charlie,Bravo,Alpha,Mid-Altlantic,
172,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,59,Upgrade building exterior surfaces lighting ,,Charlie,Bravo,Alpha,Mid-Altlantic,
173,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,85,Upgrade building exterior walls construction to substantial material construction ,,Charlie,Bravo,Alpha,Mid-Altlantic,
174,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,80,Conduct a blast vulnerability study ,,Charlie,Bravo,Alpha,Mid-Altlantic,
175,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Charlie,Bravo,Alpha,Mid-Altlantic,
176,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Charlie,Bravo,Alpha,Mid-Altlantic,
177,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Charlie,Bravo,Alpha,Mid-Altlantic,
178,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Charlie,Bravo,Alpha,Mid-Altlantic,
179,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Charlie,Bravo,Alpha,Mid-Altlantic,
180,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Charlie,Bravo,Alpha,Mid-Altlantic,
181,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Charlie,Bravo,Alpha,Mid-Altlantic,
182,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,13,Warehouse - supply and distribution,Warehouse,165,Upgrade CES in warehouse or in close proximity to warehouse ,,Charlie,Bravo,Alpha,Mid-Altlantic,
183,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,8,Upgrade perimeter fences or walls to deny access to warehouse roof ,,Charlie,Bravo,Alpha,Mid-Altlantic,
184,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,16,GSO review options to obtain sufficent setback distance for facility to meet 65' OSPB requirements. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
185,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,45,"Add Vehicle barrier does have emergency override, visual indication of barrier status, or barrier height is equal or greater than 36 inches ",,Charlie,Bravo,Alpha,Mid-Altlantic,
186,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,59,Upgrade building exterior surfaces lighting ,,Charlie,Bravo,Alpha,Mid-Altlantic,
187,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,80,Conduct a blast vulnerability study ,,Charlie,Bravo,Alpha,Mid-Altlantic,
188,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,85,Upgrade building exterior walls construction to substantial material construction ,,Charlie,Bravo,Alpha,Mid-Altlantic,
189,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Charlie,Bravo,Alpha,Mid-Altlantic,
190,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Charlie,Bravo,Alpha,Mid-Altlantic,
191,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Charlie,Bravo,Alpha,Mid-Altlantic,
192,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Charlie,Bravo,Alpha,Mid-Altlantic,
193,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Charlie,Bravo,Alpha,Mid-Altlantic,
194,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Charlie,Bravo,Alpha,Mid-Altlantic,
195,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Charlie,Bravo,Alpha,Mid-Altlantic,
196,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
197,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,14,Warehouse - mechanical,Warehouse,176,Install approved Lock and Leave door ,,Charlie,Bravo,Alpha,Mid-Altlantic,
198,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,15,Facilities building,Warehouse,17,GSO review options to obtain sufficent setback distance for Warehouse to meet 20' OSPB requirements. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
199,Deficient,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,15,Facilities building,Warehouse,61,Upgrade Roof Surfaces lighting ,,Charlie,Bravo,Alpha,Mid-Altlantic,
200,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,15,Facilities building,Warehouse,87,Upgrade building exterior to make it difficult to scale ,,Charlie,Bravo,Alpha,Mid-Altlantic,
201,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,15,Facilities building,Warehouse,89,Upgrade building exterior doors with strong and robust with RSO-approved hardware ,,Charlie,Bravo,Alpha,Mid-Altlantic,
202,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,15,Facilities building,Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Charlie,Bravo,Alpha,Mid-Altlantic,
203,Conforming,5,39.5096° N,76.1641° W,Consular facility,Abdereen MD,15,Facilities building,Warehouse,176,Install approved Lock and Leave door ,,Charlie,Bravo,Alpha,Mid-Altlantic,
204,Conforming,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,6,Upgrade perimeter walls and fences to provide 9 ft height specification (without foot/hand holds) ,,Delta,Charlie,Bravo,Mid-Altlantic,
205,Conforming,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,10,Upgrade perimeter walls and fences are constructed with sufficient height ,,Delta,Charlie,Bravo,Mid-Altlantic,
206,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,25,Upgrade CAC to provide a guard booth that meets all OSPB requirements. ,,Delta,Charlie,Bravo,Mid-Altlantic,
207,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,43,Widen traffic lane. ,,Delta,Charlie,Bravo,Mid-Altlantic,
208,Conforming,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,53,Relocate employee parking to 50ft or further from building exterior. ,,Delta,Charlie,Bravo,Mid-Altlantic,
209,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,59,Upgrade building exterior surfaces lighting ,,Delta,Charlie,Bravo,Mid-Altlantic,
210,Conforming,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,68,Upgrade Pedestrian entrances lighting ,,Delta,Charlie,Bravo,Mid-Altlantic,
211,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,84,Upgrade building exterior by grilling man passable openings ,,Delta,Charlie,Bravo,Mid-Altlantic,
212,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,91,Upgrade building exterior windows with 8 mil SRWF ,,Delta,Charlie,Bravo,Mid-Altlantic,
213,Conforming,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Delta,Charlie,Bravo,Mid-Altlantic,
214,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,107,Construct protection for any hardline penetrations ,,Delta,Charlie,Bravo,Mid-Altlantic,
215,Conforming,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,119,Consular/Interview/Other Public Access Areas: Upgrade Teller windows to 5 min. FE/BR ,,Delta,Charlie,Bravo,Mid-Altlantic,
216,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,125,Review all secure rooms not located in a CAA to determine if they need to be moved or upgraded. ,,Delta,Charlie,Bravo,Mid-Altlantic,
217,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Delta,Charlie,Bravo,Mid-Altlantic,
218,Deficient,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,151,Upgrade safe haven to have secured storage for emergency supplies ,,Delta,Charlie,Bravo,Mid-Altlantic,
219,Conforming,6,38.9072° N,77.0369° W,Embassy,Washington DC,16,Embassy building,Office building,192,"Relocate EC room to a dedicated room, behind the interior hardline, as close to the MSG/Guard booth as possible ",,Delta,Charlie,Bravo,Mid-Altlantic,
220,Deficient,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,2,Construct corridors and walls contiguous to non-US Gov. controlled spaces meet 5 min. FE protection and extend from the ceiling slab to floor slab. ,,Delta,Bravo ,Alpha,Mid-Altlantic,
221,Deficient,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,34,Upgrade Demarcation utility room street side door to provide 5 min. FE with exterior keyed cylinders for the forced entry locks ,,Delta,Bravo ,Alpha,Mid-Altlantic,
222,Conforming,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,53,Relocate employee parking to 50ft or further from building exterior. ,,Delta,Bravo ,Alpha,Mid-Altlantic,
223,Conforming,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,91,Upgrade building exterior windows with 8 mil SRWF ,,Delta,Bravo ,Alpha,Mid-Altlantic,
224,Deficient,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Delta,Bravo ,Alpha,Mid-Altlantic,
225,Deficient,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,119,Consular/Interview/Other Public Access Areas: Upgrade Teller windows to 5 min. FE/BR ,,Delta,Bravo ,Alpha,Mid-Altlantic,
226,Conforming,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Delta,Bravo ,Alpha,Mid-Altlantic,
227,Conforming,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Delta,Bravo ,Alpha,Mid-Altlantic,
228,Conforming,7,38.8048° N,77.0469° W,Consular office,Alexandria VA,17,Rented office in large building,Office,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Delta,Bravo ,Alpha,Mid-Altlantic,
229,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,7,Upgrade perimeter walls and fences to provide DS certified anti-ram specification in areas where vehicle approach is possible ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
230,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,9,Upgrade perimeter walls and fences are constructed with sufficient height ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
231,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,15,GSO review options to obtain sufficent setback distance for facility to meet 50' OSPB requirements. ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
232,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,19,"Create a clear zone, free of all visual obstructions that would conceal an intruder, for a distance of 20 feet inward from the protected side of the perimeter wall or fence ",,Bravo,Bravo ,Alpha,Mid-Altlantic,
233,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,39,Upgrade Local guard barrier control with an annunciator that sounds when barrier is in non-secure position for 0 to 60 sec ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
234,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,48,Upgrade to DS approved vehicle barrier. ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
235,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,53,Relocate employee parking to 50ft or further from building exterior. ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
236,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,62,Upgrade Building entrances lighting ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
237,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,71,Upgrade Open Areas lighting ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
238,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,91,Upgrade building exterior windows with 8 mil SRWF ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
239,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Bravo,Bravo ,Alpha,Mid-Altlantic,
240,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,112,Upgrade MSG/Guard booth to provide six sided protection. ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
241,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,113,Upgrade MSG/Guard booth with emergency power source ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
242,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
243,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,157,Upgrade routes to safe areas with protection from ballistic or mob attack ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
244,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Bravo,Bravo ,Alpha,Mid-Altlantic,
245,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,18,Office building,Office building,192,"Relocate EC room to a dedicated room, behind the interior hardline, as close to the MSG/Guard booth as possible ",,Bravo,Bravo ,Alpha,Mid-Altlantic,
246,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,19,Residential building,Residence,65,Upgrade Residence entrance and hallways lighting ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
247,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,19,Residential building,Residence,91,Upgrade building exterior windows with 8 mil SRWF ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
248,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,19,Residential building,Residence,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Bravo,Bravo ,Alpha,Mid-Altlantic,
249,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,19,Residential building,Residence,96,Upgrade Residential Apartment building exterior door to hollow metal door with vision panel and access control hardware. ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
250,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,19,Residential building,Residence,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
251,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,19,Residential building,Residence,150,"Upgrade safe haven to have emergency power, ventilation and lighting ",,Bravo,Bravo ,Alpha,Mid-Altlantic,
252,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,20,"Warehouse, multipurpose",Warehouse,73,Upgrade Water approaches lighting ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
253,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,20,"Warehouse, multipurpose",Warehouse,87,Upgrade building exterior to make it difficult to scale ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
254,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,20,"Warehouse, multipurpose",Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
255,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,20,"Warehouse, multipurpose",Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
256,Conforming,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,20,"Warehouse, multipurpose",Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
257,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,20,"Warehouse, multipurpose",Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
258,Deficient,8,39.1582° N,75.5244° W,Diplomatic support facility,Dover DE,20,"Warehouse, multipurpose",Warehouse,176,Install approved Lock and Leave door ,,Bravo,Bravo ,Alpha,Mid-Altlantic,
259,Conforming,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,1,600_600_600 Contiguous Office Space ,,Alpha,Alpha,Alpha,Southwest,
260,Deficient,9,36.1156° N,97.0584° W,Consular facility,Stillwater OK,21,"Office, consular",Office building,4,Construct a privacy fence separates housing from Chancery/Consulate area ,,Alpha,Alpha,Alpha,Southwest,
